time_s,force
22.149,9.5477
22.15,9.8106
22.151,9.9038
22.152,10.2376
22.153,10.0655
22.154,9.9284
22.155,9.5452
22.156,9.4828
22.157,9.5103
22.158,9.8186
22.159,10.2733
22.16,10.2001
22.161,10.523
22.162,10.5809
22.163,10.4159
22.164,10.0723
22.165,9.7764
22.166,10.0831
22.167,10.1836
22.168,10.4083
22.169,10.2892
22.17,10.1479
22.171,9.672
22.172,9.5627
22.173,9.474
22.174,9.7903
22.175,10.0942
22.176,10.5109
22.177,10.546
22.178,10.2461
22.179,9.5325
22.18,9.5346
22.181,9.7837
22.182,10.0038
22.183,10.0509
22.184,10.2166
22.185,10.5659
22.186,10.4819
22.187,10.1984
22.188,9.6148
22.189,9.3617
22.19,9.4051
22.191,9.9551
22.192,10.0401
22.193,10.1124
22.194,9.977
22.195,9.649
22.196,9.6254
22.197,9.6805
22.198,10.0253
22.199,10.5498
22.2,10.7499
22.201,10.9269
22.202,10.5105
22.203,10.1907
22.204,9.7397
22.205,9.5518
22.206,9.5425
22.207,9.9251
22.208,10.0056
22.209,9.8775
22.21,9.465
22.211,9.2245
22.212,9.2238
22.213,9.6481
22.214,9.8639
22.215,10.0139
22.216,10.2003
22.217,10.3081
22.218,10.3971
22.219,10.0598
22.22,9.7775
22.221,9.6845
22.222,9.9185
22.223,10.1701
22.224,10.4783
22.225,10.3569
22.226,10.2805
22.227,10.3086
22.228,10.0092
22.229,9.8562
22.23,9.1616
22.231,9.3185
22.232,9.6821
22.233,9.9808
22.234,9.8565
22.235,9.6494
22.236,9.6175
22.237,9.9385
22.238,10.1116
22.239,10.6442
22.24,10.8134
22.241,10.8525
22.242,10.7817
22.243,10.4876
22.244,10.4336
22.245,10.1212
22.246,10.0275
22.247,10.101
22.248,10.3672
22.249,10.4554
22.25,10.1151
22.251,9.7549
22.252,9.5367
22.253,9.6672
22.254,9.8809
22.255,10.1874
22.256,10.014
22.257,9.7789
22.258,9.836
22.259,9.6267
22.26,9.465
22.261,9.4594
22.262,9.7905
22.263,10.1081
22.264,10.1694
22.265,10.302
22.266,10.0408
22.267,9.8658
22.268,9.6774
22.269,9.8165
22.27,9.9517
22.271,10.2417
22.272,10.2109
22.273,10.0109
22.274,9.8889
22.275,9.6235
22.276,9.6657
22.277,9.5305
22.278,9.695
22.279,9.8872
22.28,10.2122
22.281,10.5186
22.282,10.3011
22.283,9.9807
22.284,9.6644
22.285,9.72
22.286,10.1993
22.287,10.632
22.288,10.5773
22.289,10.6546
22.29,10.4591
22.291,10.3238
22.292,9.8685
22.293,9.7247
22.294,9.7742
22.295,9.9734
22.296,10.319
22.297,10.2075
22.298,9.8936
22.299,9.4721
22.3,9.5344
22.301,9.6686
22.302,9.8631
22.303,10.068
22.304,10.0861
22.305,10.1935
22.306,10.0885
22.307,9.9371
22.308,9.5537
22.309,9.6205
22.31,9.768
22.311,10.1009
22.312,10.3328
22.313,10.3243
22.314,10.2889
22.315,9.9993
22.316,9.7195
22.317,9.6975
22.318,9.769
22.319,10.2025
22.32,9.9919
22.321,9.9645
22.322,9.9488
22.323,9.8456
22.324,9.591
22.325,9.5955
22.326,9.8341
22.327,10.2773
22.328,10.0338
22.329,9.9953
22.33,9.9858
22.331,10.0364
22.332,9.7449
22.333,9.6327
22.334,10.137
22.335,10.2243
22.336,10.7581
22.337,9.9876
22.338,10.6933
22.339,10.1352
22.34,10.6083
22.341,9.955
22.342,10.0592
22.343,10.3868
22.344,10.3246
22.345,10.2568
22.346,9.789
22.347,9.5481
22.348,9.3844
22.349,9.774
22.35,10.1771
22.351,10.3236
22.352,10.3722
22.353,10.255
22.354,10.0052
22.355,9.7839
22.356,9.5518
22.357,9.7506
22.358,9.7932
22.359,10.1694
22.36,10.2907
22.361,10.2789
22.362,9.9675
22.363,9.7098
22.364,9.6137
22.365,9.804
22.366,10.2046
22.367,10.2483
22.368,10.4803
22.369,10.3377
22.37,10.1591
22.371,9.7319
22.372,9.7147
22.373,9.6303
22.374,9.8743
22.375,9.9272
22.376,10.1172
22.377,10.123
22.378,10.267
22.379,10.1238
22.38,10.1159
22.381,9.8661
22.382,10.1949
22.383,10.1444
22.384,10.29
22.385,10.2957
22.386,9.9063
22.387,9.5896
22.388,9.6418
22.389,9.7672
22.39,9.9848
22.391,10.0703
22.392,10.2387
22.393,10.1544
22.394,10.0434
22.395,9.7943
22.396,9.826
22.397,9.7339
22.398,10.2779
22.399,10.2032
22.4,10.2962
22.401,10.4471
22.402,10.1613
22.403,9.5547
22.404,9.2371
22.405,9.2377
22.406,9.4363
22.407,9.8809
22.408,10.1021
22.409,10.2167
22.41,9.8077
22.411,9.7569
22.412,9.883
22.413,10.179
22.414,10.4709
22.415,10.7686
22.416,10.701
22.417,10.712
22.418,10.2209
22.419,9.9361
22.42,9.4977
22.421,9.3702
22.422,9.5792
22.423,10.1168
22.424,10.2682
22.425,10.4253
22.426,9.9201
22.427,9.7768
22.428,9.4545
22.429,9.6597
22.43,10.2274
22.431,10.2043
22.432,10.3666
22.433,10.1554
22.434,10.0375
22.435,9.7195
22.436,9.5415
22.437,9.5765
22.438,10.0294
22.439,10.5477
22.44,10.5623
22.441,10.0288
22.442,9.7514
22.443,9.5305
22.444,9.6651
22.445,9.5423
22.446,9.8934
22.447,9.8243
22.448,10.0514
22.449,10.13
22.45,10.057
22.451,9.8173
22.452,9.8389
22.453,9.9981
22.454,10.1001
22.455,10.2366
22.456,10.2278
22.457,10.0668
22.458,9.77
22.459,9.5961
22.46,9.6522
22.461,9.9512
22.462,10.3435
22.463,10.4451
22.464,10.3425
22.465,10.036
22.466,9.8032
22.467,9.5972
22.468,9.6235
22.469,9.6951
22.47,9.7459
22.471,9.952
22.472,10.1174
22.473,10.1986
22.474,10.0186
22.475,9.8613
22.476,9.8563
22.477,10.008
22.478,10.2001
22.479,10.4036
22.48,10.4374
22.481,10.5643
22.482,10.3461
22.483,9.7482
22.484,9.7361
22.485,9.7956
22.486,10.2565
22.487,10.1853
22.488,10.2224
22.489,10.1139
22.49,9.9476
22.491,9.5006
22.492,9.3796
22.493,9.372
22.494,9.8836
22.495,9.8977
22.496,10.0536
22.497,10.0568
22.498,9.7976
22.499,9.7356
22.5,9.9303
22.501,10.0876
22.502,10.0148
22.503,10.2319
22.504,10.4443
22.505,10.4158
22.506,9.9419
22.507,9.697
22.508,9.6981
22.509,9.8278
22.51,10.2625
22.511,10.2641
22.512,10.2244
22.513,10.2394
22.514,9.8604
22.515,9.8287
22.516,9.6035
22.517,9.8168
22.518,10.0163
22.519,10.2907
22.52,10.2116
22.521,9.871
22.522,9.6369
22.523,9.5879
22.524,9.6269
22.525,9.7589
22.526,10.2074
22.527,10.1358
22.528,10.3937
22.529,10.1041
22.53,9.9001
22.531,9.6143
22.532,9.8166
22.533,10.2303
22.534,10.3121
22.535,10.3013
22.536,10.0856
22.537,10.6282
22.538,10.1003
22.539,10.0488
22.54,9.3197
22.541,9.8562
22.542,10.1234
22.543,10.3629
22.544,10.2669
22.545,10.2142
22.546,9.8228
22.547,9.8288
22.548,9.5142
22.549,9.6472
22.55,9.8495
22.551,10.2552
22.552,10.3561
22.553,9.995
22.554,9.6757
22.555,9.4709
22.556,9.6193
22.557,9.8668
22.558,10.2823
22.559,10.357
22.56,10.3068
22.561,10.4595
22.562,10.2293
22.563,9.9598
22.564,9.7684
22.565,9.9036
22.566,10.0569
22.567,10.2007
22.568,10.1388
22.569,10.144
22.57,9.8528
22.571,9.6855
22.572,9.5958
22.573,9.8106
22.574,10.2876
22.575,10.3491
22.576,10.3495
22.577,10.0746
22.578,9.8475
22.579,9.7346
22.58,9.6578
22.581,9.7632
22.582,9.8329
22.583,10.1699
22.584,10.1573
22.585,10.0623
22.586,9.7271
22.587,9.659
22.588,9.3548
22.589,9.4921
22.59,9.8239
22.591,10.2096
22.592,10.3233
22.593,10.4088
22.594,9.7876
22.595,9.7089
22.596,9.4756
22.597,9.7399
22.598,10.197
22.599,10.5152
22.6,10.6772
22.601,10.318
22.602,9.9858
22.603,9.7246
22.604,9.824
22.605,9.8045
22.606,10.184
22.607,10.1556
22.608,10.1609
22.609,10.2625
22.61,10.0091
22.611,9.8996
22.612,9.8023
22.613,9.8046
22.614,10.0737
22.615,10.2175
22.616,10.2884
22.617,10.0729
22.618,9.9569
22.619,9.799
22.62,9.8704
22.621,9.9874
22.622,10.3087
22.623,10.4611
22.624,10.4468
22.625,10.4115
22.626,9.9007
22.627,9.6768
22.628,9.5847
22.629,9.9528
22.63,9.9944
22.631,10.0812
22.632,9.9154
22.633,9.9256
22.634,9.8174
22.635,9.5923
22.636,9.615
22.637,10.6588
22.638,9.4755
22.639,9.7143
22.64,11.0291
22.641,10.5186
22.642,10.2127
22.643,9.7782
22.644,9.7323
22.645,9.7864
22.646,10.0268
22.647,10.2176
22.648,10.0104
22.649,9.852
22.65,9.7053
22.651,9.6784
22.652,9.8174
22.653,10.042
22.654,10.282
22.655,10.2857
22.656,10.2243
22.657,10.0604
22.658,9.792
22.659,9.6478
22.66,9.5127
22.661,9.587
22.662,9.7873
22.663,10.2199
22.664,10.3186
22.665,9.9911
22.666,9.7209
22.667,9.6306
22.668,9.7458
22.669,9.8956
22.67,10.0713
22.671,10.4646
22.672,10.413
22.673,10.2513
22.674,9.833
22.675,9.6388
22.676,9.6103
22.677,9.6389
22.678,9.8835
22.679,10.2734
22.68,10.4207
22.681,10.3018
22.682,9.8985
22.683,9.6739
22.684,9.6114
22.685,10.2566
22.686,10.4836
22.687,10.8155
22.688,10.6451
22.689,10.5194
22.69,10.1142
22.691,9.9276
22.692,9.7558
22.693,9.8165
22.694,9.9036
22.695,10.08
22.696,10.0173
22.697,9.8053
22.698,9.4828
22.699,9.3727
22.7,9.3704
22.701,10.0292
22.702,10.0757
22.703,10.4068
22.704,10.4032
22.705,10.394
22.706,9.8891
22.707,9.9876
22.708,9.9786
22.709,10.2295
22.71,10.3165
22.711,10.4304
22.712,10.3924
22.713,10.0094
22.714,9.7313
22.715,9.5408
22.716,9.4437
22.717,9.8944
22.718,10.1614
22.719,10.1081
22.72,10.1396
22.721,9.7249
22.722,9.6104
22.723,9.5478
22.724,9.8162
22.725,10.0871
22.726,10.341
22.727,10.5781
22.728,10.4332
22.729,10.1378
22.73,9.7091
22.731,9.521
22.732,9.6313
22.733,10.0954
22.734,10.2534
22.735,10.3598
22.736,10.1243
22.737,9.3804
22.738,9.4629
22.739,9.3074
22.74,9.785
22.741,9.7834
22.742,10.2717
22.743,10.4821
22.744,10.2349
22.745,9.7417
22.746,9.6355
22.747,9.5479
22.748,9.8323
22.749,10.2232
22.75,10.2971
22.751,10.3088
22.752,10.1053
22.753,9.7741
22.754,9.7163
22.755,9.4845
22.756,9.7556
22.757,9.8395
22.758,10.2088
22.759,10.1309
22.76,9.9755
22.761,9.8142
22.762,9.5932
22.763,9.5159
22.764,9.4713
22.765,9.9503
22.766,10.2474
22.767,10.198
22.768,10.4301
22.769,9.9738
22.77,9.7895
22.771,9.6419
22.772,9.7699
22.773,10.177
22.774,10.2416
22.775,10.4071
22.776,10.1042
22.777,9.9537
22.778,9.7457
22.779,9.7134
22.78,9.651
22.781,10.0525
22.782,10.0716
22.783,10.3458
22.784,10.499
22.785,10.1662
22.786,9.9532
22.787,9.7327
22.788,9.8235
22.789,9.8716
22.79,9.9618
22.791,10.0936
22.792,10.1113
22.793,9.9787
22.794,9.8138
22.795,9.8768
22.796,9.9227
22.797,10.4286
22.798,10.2996
22.799,10.5836
22.8,10.4561
22.801,10.0486
22.802,9.5518
22.803,9.4318
22.804,9.6503
22.805,9.986
22.806,10.1927
22.807,10.2441
22.808,10.1529
22.809,9.8177
22.81,9.8341
22.811,9.8094
22.812,10.0782
22.813,10.3818
22.814,10.3572
22.815,10.3705
22.816,10.3068
22.817,9.9356
22.818,9.7948
22.819,9.5839
22.82,9.7495
22.821,9.7913
22.822,10.0663
22.823,10.0734
22.824,10.0102
22.825,9.5765
22.826,9.6125
22.827,9.5758
22.828,10.0376
22.829,10.2672
22.83,10.5326
22.831,10.6742
22.832,10.6806
22.833,10.1928
22.834,10.2209
22.835,10.0733
22.836,10.2002
22.837,10.0197
22.838,9.9354
22.839,9.877
22.84,9.8003
22.841,9.7051
22.842,9.5529
22.843,9.6613
22.844,9.8896
22.845,10.2063
22.846,10.2242
22.847,10.1465
22.848,9.9328
22.849,9.8728
22.85,9.7348
22.851,9.7488
22.852,9.693
22.853,9.6443
22.854,10.0275
22.855,10.3469
22.856,10.3118
22.857,10.0597
22.858,9.8146
22.859,9.8864
22.86,9.8736
22.861,10.2015
22.862,10.2258
22.863,10.4159
22.864,10.4327
22.865,10.056
22.866,9.6142
22.867,9.4742
22.868,9.5877
22.869,9.9233
22.87,10.1427
22.871,10.012
22.872,10.0798
22.873,9.8851
22.874,9.7144
22.875,9.6105
22.876,9.8795
22.877,10.3695
22.878,10.6502
22.879,10.4601
22.88,10.4813
22.881,10.0959
22.882,9.8507
22.883,9.7369
22.884,9.7898
22.885,10.128
22.886,10.0674
22.887,10.2634
22.888,9.9871
22.889,9.687
22.89,9.4915
22.891,9.4593
22.892,9.7882
22.893,10.0466
22.894,10.2017
22.895,10.3082
22.896,10.1668
22.897,9.9216
22.898,9.7153
22.899,9.5872
22.9,9.9779
22.901,10.2484
22.902,10.5552
22.903,10.5976
22.904,10.4969
22.905,10.2057
22.906,9.8162
22.907,9.6812
22.908,9.9305
22.909,10.2786
22.91,10.389
22.911,10.1
22.912,10.1724
22.913,9.8
22.914,9.945
22.915,9.7046
22.916,9.8566
22.917,10.0338
22.918,10.1168
22.919,10.2143
22.92,10.0663
22.921,10.1042
22.922,9.8288
22.923,9.7549
22.924,9.8409
22.925,10.38
22.926,10.4788
22.927,10.4268
22.928,10.1722
22.929,9.9322
22.93,9.5877
22.931,9.4545
22.932,9.4469
22.933,9.8872
22.934,10.1497
22.935,10.4357
22.936,10.2631
22.937,9.955
22.938,9.6651
22.939,9.5853
22.94,9.8896
22.941,10.3982
22.942,10.4383
22.943,10.6863
22.944,10.393
22.945,10.1467
22.946,9.6855
22.947,9.9202
22.948,9.9611
22.949,10.2891
22.95,10.4255
22.951,10.2341
22.952,10.049
22.953,9.3838
22.954,9.3592
22.955,9.324
22.956,9.5256
22.957,9.7546
22.958,10.1229
22.959,9.93
22.96,10.1331
22.961,9.6992
22.962,9.6878
22.963,9.7606
22.964,10.0753
22.965,10.3985
22.966,10.5286
22.967,10.6892
22.968,10.4844
22.969,10.2886
22.97,10.1202
22.971,10.2621
22.972,10.2603
22.973,10.3874
22.974,10.2278
22.975,10.0378
22.976,9.9689
22.977,9.7231
22.978,9.504
22.979,9.4551
22.98,9.5914
22.981,9.618
22.982,9.9085
22.983,9.8587
22.984,9.9155
22.985,9.6355
22.986,9.8188
22.987,9.9548
22.988,10.4313
22.989,10.576
22.99,10.6667
22.991,10.4206
22.992,10.4143
22.993,9.7662
22.994,9.638
22.995,9.5596
22.996,9.881
22.997,10.0877
22.998,10.2205
22.999,10.2712
23.0,10.0922
23.001,9.7761
23.002,9.5211
23.003,9.4647
23.004,9.6768
23.005,9.9843
23.006,10.4181
23.007,10.2634
23.008,10.0261
23.009,9.5457
23.01,9.4978
23.011,9.5116
23.012,9.9208
23.013,10.2721
23.014,10.5099
23.015,10.3047
23.016,10.1167
23.017,9.9402
23.018,9.7507
23.019,9.8295
23.02,10.3661
23.021,10.3988
23.022,10.6438
23.023,10.4559
23.024,10.315
23.025,9.8296
23.026,9.4026
23.027,9.2514
23.028,9.2736
23.029,9.5245
23.03,9.8678
23.031,9.8093
23.032,9.6834
23.033,9.2699
23.034,9.2849
23.035,9.5453
23.036,9.9843
23.037,10.2155
23.038,10.32
23.039,10.4197
23.04,10.2734
23.041,10.1081
23.042,9.8794
23.043,9.9008
23.044,10.2164
23.045,10.5114
23.046,10.7692
23.047,10.5883
23.048,10.286
23.049,9.8523
23.05,9.7408
23.051,9.625
23.052,10.0528
23.053,10.1355
23.054,10.1701
23.055,10.2167
23.056,9.8761
23.057,9.7098
23.058,9.7403
23.059,9.6707
23.06,9.7609
23.061,9.9984
23.062,10.3456
23.063,10.19
23.064,9.9164
23.065,9.7823
23.066,9.8132
23.067,9.9386
23.068,10.1349
23.069,10.4102
23.07,10.3929
23.071,10.2708
23.072,10.1183
23.073,9.8434
23.074,9.8002
23.075,9.5564
23.076,9.694
23.077,9.9397
23.078,10.2376
23.079,10.2999
23.08,10.0095
23.081,9.6296
23.082,9.5933
23.083,9.8462
23.084,10.3617
23.085,10.3056
23.086,10.413
23.087,10.5006
23.088,10.3925
23.089,10.2187
23.09,9.9099
23.091,9.9911
23.092,9.8512
23.093,10.1395
23.094,10.1845
23.095,10.2512
23.096,10.0206
23.097,9.4799
23.098,9.2664
23.099,9.2708
23.1,9.6797
23.101,10.1655
23.102,10.2902
23.103,10.2866
23.104,9.7998
23.105,9.8662
23.106,9.6476
23.107,9.9179
23.108,9.9387
23.109,10.4294
23.11,10.5059
23.111,10.3474
23.112,9.8814
23.113,9.8691
23.114,9.7399
23.115,9.9898
23.116,10.3461
23.117,10.3583
23.118,10.6503
23.119,10.6969
23.12,10.4446
23.121,10.1261
23.122,9.7561
23.123,9.8116
23.124,9.9192
23.125,10.2195
23.126,10.2776
23.127,10.0321
23.128,9.5225
23.129,9.1893
23.13,9.133
23.131,9.43
23.132,9.8942
23.133,10.099
23.134,10.037
23.135,10.1984
23.136,9.8379
23.137,9.791
23.138,9.5359
23.139,9.7132
23.14,10.0411
23.141,10.4563
23.142,10.6933
23.143,10.5947
23.144,10.1937
23.145,9.8536
23.146,9.6306
23.147,9.7217
23.148,10.1597
23.149,10.1088
23.15,10.1425
23.151,10.0403
23.152,9.9126
23.153,9.7574
23.154,9.6436
23.155,9.8133
23.156,9.8289
23.157,10.0963
23.158,10.1276
23.159,10.1119
23.16,10.0632
23.161,10.0018
23.162,9.9957
23.163,9.9249
23.164,10.2487
23.165,10.213
23.166,10.302
23.167,10.4363
23.168,10.1608
23.169,9.6613
23.17,9.4233
23.171,9.7076
23.172,10.032
23.173,10.2538
23.174,10.2488
23.175,10.1746
23.176,9.9126
23.177,9.7204
23.178,9.4876
23.179,9.6297
23.18,9.9565
23.181,10.0669
23.182,10.3056
23.183,10.2373
23.184,10.1552
23.185,9.7038
23.186,9.625
23.187,9.7102
23.188,10.0071
23.189,10.3698
23.19,10.4588
23.191,10.1693
23.192,9.8551
23.193,9.6177
23.194,9.7732
23.195,9.7806
23.196,10.1442
23.197,10.4011
23.198,10.3812
23.199,10.3777
23.2,9.9775
23.201,9.5832
23.202,9.7784
23.203,9.8314
23.204,10.1408
23.205,10.0437
23.206,10.2527
23.207,10.063
23.208,9.9394
23.209,9.76
23.21,9.837
23.211,9.977
23.212,10.2412
23.213,10.3395
23.214,10.4055
23.215,10.3113
23.216,10.0509
23.217,9.9279
23.218,9.9595
23.219,9.8672
23.22,9.9739
23.221,10.0236
23.222,10.223
23.223,9.8626
23.224,9.7775
23.225,9.5486
23.226,9.6306
23.227,9.6529
23.228,9.9639
23.229,10.1415
23.23,10.0116
23.231,10.0078
23.232,9.7202
23.233,9.6303
23.234,9.6426
23.235,9.7131
23.236,9.6845
23.237,10.1751
23.238,10.3331
23.239,10.4569
23.24,9.8794
23.241,9.6172
23.242,9.5466
23.243,9.8486
23.244,10.1683
23.245,10.3395
23.246,10.4047
23.247,10.3662
23.248,10.192
23.249,9.8509
23.25,9.8333
23.251,9.8946
23.252,10.0931
23.253,10.2815
23.254,10.3632
23.255,9.9193
23.256,9.7808
23.257,9.6497
23.258,9.6746
23.259,9.5902
23.26,10.0368
23.261,10.0198
23.262,10.1034
23.263,10.1244
23.264,9.9854
23.265,9.9442
23.266,9.8547
23.267,10.0566
23.268,10.3696
23.269,10.4131
23.27,10.2373
23.271,10.0375
23.272,9.6513
23.273,9.4944
23.274,9.6069
23.275,10.0035
23.276,10.3532
23.277,10.5197
23.278,10.2529
23.279,10.2957
23.28,9.9415
23.281,9.6122
23.282,9.5597
23.283,9.6751
23.284,9.9856
23.285,10.2724
23.286,10.2538
23.287,10.0888
23.288,9.5845
23.289,9.6131
23.29,9.5683
23.291,9.699
23.292,9.8801
23.293,10.0747
23.294,10.2216
23.295,10.4139
23.296,10.3026
23.297,10.1372
23.298,9.8634
23.299,9.8447
23.3,9.9951
23.301,10.3426
23.302,10.1732
23.303,10.1222
23.304,9.589
23.305,9.5479
23.306,9.4848
23.307,9.8272
23.308,10.0454
23.309,10.0615
23.31,10.3056
23.311,10.2275
23.312,10.081
23.313,9.9533
23.314,10.0443
23.315,10.0617
23.316,10.175
23.317,10.1657
23.318,10.1825
23.319,10.0517
23.32,10.2046
23.321,9.9986
23.322,9.8554
23.323,9.6989
23.324,10.1688
23.325,10.0766
23.326,10.2001
23.327,10.0375
23.328,10.134
23.329,9.6576
23.33,9.7274
23.331,9.5918
23.332,10.0203
23.333,10.3067
23.334,10.4839
23.335,10.2841
23.336,9.8234
23.337,9.7642
23.338,9.7826
23.339,10.0571
23.34,10.2795
23.341,10.4052
23.342,10.1027
23.343,10.2009
23.344,9.7917
23.345,9.9761
23.346,9.7096
23.347,10.0349
23.348,10.1225
23.349,10.3132
23.35,10.0938
23.351,9.79
23.352,9.5981
23.353,9.5303
23.354,9.8389
23.355,9.9767
23.356,10.2167
23.357,10.2218
23.358,9.7979
23.359,9.969
23.36,9.7769
23.361,9.9209
23.362,9.9092
23.363,10.064
23.364,10.0714
23.365,10.1063
23.366,10.1739
23.367,10.0282
23.368,9.633
23.369,9.4038
23.37,9.407
23.371,9.6989
23.372,10.0672
23.373,9.9181
23.374,10.1136
23.375,9.8209
23.376,9.9497
23.377,9.7688
23.378,10.1948
23.379,10.1448
23.38,10.3818
23.381,10.5353
23.382,10.6097
23.383,10.267
23.384,9.8303
23.385,9.7942
23.386,9.904
23.387,10.278
23.388,10.2325
23.389,10.2386
23.39,10.0409
23.391,9.7524
23.392,9.6563
23.393,9.3528
23.394,9.6294
23.395,9.5754
23.396,9.9655
23.397,9.8643
23.398,9.9795
23.399,10.0718
23.4,10.0724
23.401,10.0195
23.402,9.8438
23.403,10.3414
23.404,10.3435
23.405,10.4686
23.406,10.3859
23.407,10.1962
23.408,9.924
23.409,9.7357
23.41,9.5726
23.411,9.8274
23.412,10.2303
23.413,10.5697
23.414,10.3793
23.415,9.8659
23.416,9.5619
23.417,9.5072
23.418,9.5805
23.419,10.0677
23.42,10.0763
23.421,10.324
23.422,10.4027
23.423,10.1497
23.424,9.7945
23.425,9.6222
23.426,9.6414
23.427,9.9003
23.428,10.2481
23.429,10.5461
23.43,10.2318
23.431,9.9268
23.432,9.7554
23.433,9.746
23.434,9.7656
23.435,10.1322
23.436,10.5225
23.437,10.8099
23.438,10.9383
23.439,10.419
23.44,9.7029
23.441,9.5237
23.442,9.5124
23.443,9.8476
23.444,9.9051
23.445,10.0197
23.446,9.8778
23.447,9.7263
23.448,9.498
23.449,9.4873
23.45,9.4826
23.451,9.9973
23.452,10.2271
23.453,10.6201
23.454,10.728
23.455,10.5384
23.456,9.9857
23.457,9.7513
23.458,9.6602
23.459,10.0049
23.46,10.2132
23.461,10.3075
23.462,10.0378
23.463,9.7926
23.464,9.6667
23.465,9.7014
23.466,9.6792
23.467,10.1227
23.468,10.1577
23.469,10.4146
23.47,10.6856
23.471,10.4583
23.472,9.8809
23.473,9.4996
23.474,9.69
23.475,9.8109
23.476,10.022
23.477,10.099
23.478,10.222
23.479,10.1779
23.48,9.8885
23.481,9.5996
23.482,9.7173
23.483,10.2033
23.484,10.4662
23.485,10.5392
23.486,10.3028
23.487,9.9201
23.488,10.075
23.489,9.8727
23.49,9.8162
23.491,9.7049
23.492,10.0429
23.493,9.9576
23.494,9.6696
23.495,9.3468
23.496,9.1971
23.497,9.3792
23.498,9.624
23.499,10.044
23.5,10.4941
23.501,10.427
23.502,10.37
23.503,10.0939
23.504,10.0292
23.505,9.9273
23.506,10.0831
23.507,9.9696
23.508,10.2173
23.509,10.1409
23.51,10.1554
23.511,9.6156
23.512,9.4428
23.513,9.2905
23.514,9.7967
23.515,10.2653
23.516,10.5597
23.517,10.7331
23.518,10.4249
23.519,10.2236
23.52,9.7036
23.521,9.8101
23.522,9.9129
23.523,10.0786
23.524,10.1363
23.525,10.1877
23.526,10.1264
23.527,9.8293
23.528,9.452
23.529,9.2322
23.53,9.4212
23.531,9.8754
23.532,10.2557
23.533,10.545
23.534,10.5336
23.535,10.1277
23.536,10.0589
23.537,9.8469
23.538,10.0553
23.539,9.9677
23.54,10.2181
23.541,10.1388
23.542,10.1975
23.543,9.7884
23.544,9.6672
23.545,9.4217
23.546,9.7321
23.547,10.0918
23.548,10.2044
23.549,10.1016
23.55,10.0453
23.551,9.7183
23.552,9.4873
23.553,9.7003
23.554,9.6349
23.555,10.0395
23.556,10.2692
23.557,10.7391
23.558,10.5631
23.559,10.1257
23.56,9.8792
23.561,9.7858
23.562,9.9638
23.563,10.2826
23.564,10.2219
23.565,10.1557
23.566,9.748
23.567,9.5486
23.568,9.5531
23.569,9.8707
23.57,9.8404
23.571,9.8769
23.572,10.074
23.573,10.2322
23.574,10.1275
23.575,10.0011
23.576,9.8329
23.577,9.7472
23.578,9.9132
23.579,10.4147
23.58,10.437
23.581,10.4428
23.582,10.1926
23.583,9.9825
23.584,9.6966
23.585,9.7587
23.586,9.6612
23.587,9.6636
23.588,9.8073
23.589,10.1664
23.59,9.948
23.591,9.5592
23.592,9.241
23.593,9.4879
23.594,9.6868
23.595,10.2238
23.596,10.4943
23.597,10.5168
23.598,10.344
23.599,9.9346
23.6,9.8078
23.601,9.6914
23.602,9.7778
23.603,10.1528
23.604,10.5312
23.605,10.6185
23.606,10.3885
23.607,10.0889
23.608,9.8304
23.609,9.6544
23.61,9.8412
23.611,10.307
23.612,10.5866
23.613,10.4204
23.614,10.247
23.615,9.7527
23.616,9.6143
23.617,9.486
23.618,9.59
23.619,9.9598
23.62,10.0804
23.621,10.5517
23.622,10.2278
23.623,10.2192
23.624,9.7738
23.625,9.8097
23.626,9.7287
23.627,9.9676
23.628,10.0837
23.629,10.2886
23.63,10.201
23.631,9.78
23.632,9.7324
23.633,9.6029
23.634,9.8057
23.635,10.0051
23.636,10.3518
23.637,10.6203
23.638,10.801
23.639,10.775
23.64,9.6898
23.641,9.322
23.642,9.0105
23.643,9.8939
23.644,9.9402
23.645,10.0409
23.646,9.9966
23.647,9.6316
23.648,9.4786
23.649,9.5024
23.65,9.8491
23.651,10.0422
23.652,10.4081
23.653,10.46
23.654,10.3293
23.655,10.0082
23.656,9.8176
23.657,9.9835
23.658,10.1227
23.659,10.5001
23.66,10.6686
23.661,10.5324
23.662,10.5136
23.663,10.3026
23.664,9.9918
23.665,9.743
23.666,9.6579
23.667,9.9026
23.668,10.1992
23.669,10.1392
23.67,10.1045
23.671,9.7871
23.672,9.7555
23.673,9.6804
23.674,9.7428
23.675,10.1161
23.676,10.1729
23.677,10.0488
23.678,10.0133
23.679,10.1377
23.68,10.2927
23.681,10.1934
23.682,10.0287
23.683,10.1863
23.684,10.4806
23.685,10.4884
23.686,10.0519
23.687,9.5057
23.688,9.2628
23.689,9.3084
23.69,9.6336
23.691,9.9744
23.692,10.0164
23.693,10.1357
23.694,10.1061
23.695,10.0039
23.696,9.9022
23.697,9.8562
23.698,9.9414
23.699,10.3949
23.7,10.517
23.701,10.5355
23.702,10.1957
23.703,9.8412
23.704,9.5681
23.705,9.429
23.706,9.6933
23.707,9.9861
23.708,10.1748
23.709,10.1938
23.71,9.9
23.711,9.6328
23.712,9.4228
23.713,9.5979
23.714,9.7766
23.715,10.206
23.716,10.3842
23.717,10.3281
23.718,9.8312
23.719,9.496
23.72,9.3338
23.721,9.8307
