time_s,force
10.118,10.4153
10.119,10.2037
10.12,9.9942
10.121,9.8734
10.122,9.7209
10.123,10.2208
10.124,10.1473
10.125,10.2793
10.126,10.0505
10.127,9.8818
10.128,9.6191
10.129,9.4562
10.13,9.7248
10.131,9.8856
10.132,10.1643
10.133,10.0792
10.134,10.1183
10.135,9.8738
10.136,9.6438
10.137,9.331
10.138,9.6157
10.139,9.7152
10.14,10.0909
10.141,10.244
10.142,10.3955
10.143,10.1045
10.144,10.0198
10.145,9.7089
10.146,9.7553
10.147,9.667
10.148,10.18
10.149,10.4427
10.15,10.5128
10.151,10.1997
10.152,9.7976
10.153,9.6824
10.154,9.6907
10.155,10.0129
10.156,10.3827
10.157,10.3531
10.158,10.3055
10.159,10.2465
10.16,9.9652
10.161,10.0613
10.162,9.6559
10.163,9.9178
10.164,10.0162
10.165,10.3605
10.166,10.5145
10.167,10.1191
10.168,9.7079
10.169,9.7164
10.17,10.0218
10.171,10.4623
10.172,10.6005
10.173,10.4066
10.174,10.125
10.175,9.8971
10.176,9.746
10.177,9.5761
10.178,9.3559
10.179,9.4323
10.18,9.8966
10.181,10.1401
10.182,10.2157
10.183,9.727
10.184,9.6945
10.185,9.5564
10.186,9.8746
10.187,10.0898
10.188,10.4444
10.189,10.5238
10.19,10.3429
10.191,9.8776
10.192,9.4574
10.193,9.3643
10.194,9.6028
10.195,10.0189
10.196,10.1096
10.197,10.2574
10.198,10.0203
10.199,10.0369
10.2,9.7519
10.201,9.8094
10.202,9.8294
10.203,10.0722
10.204,10.33
10.205,10.535
10.206,10.4724
10.207,10.4611
10.208,10.2358
10.209,10.1246
10.21,9.8646
10.211,9.8745
10.212,10.1322
10.213,10.2303
10.214,10.3369
10.215,9.9988
10.216,9.6768
10.217,9.3754
10.218,9.4231
10.219,9.5385
10.22,9.8019
10.221,9.8509
10.222,10.0534
10.223,9.8983
10.224,9.7586
10.225,9.6147
10.226,9.7407
10.227,10.2312
10.228,10.448
10.229,10.7294
10.23,10.5469
10.231,10.5149
10.232,10.0687
10.233,9.6799
10.234,9.6073
10.235,9.7707
10.236,10.2274
10.237,10.4247
10.238,10.2826
10.239,10.2885
10.24,9.8688
10.241,9.654
10.242,9.4198
10.243,9.6262
10.244,9.787
10.245,10.1107
10.246,10.233
10.247,10.318
10.248,10.0762
10.249,9.9433
10.25,9.806
10.251,9.9874
10.252,10.3453
10.253,10.3365
10.254,10.3164
10.255,10.1163
10.256,10.0556
10.257,9.9066
10.258,9.9252
10.259,9.9298
10.26,9.9771
10.261,9.9828
10.262,10.0984
10.263,10.0515
10.264,9.7064
10.265,9.6375
10.266,9.5697
10.267,9.9321
10.268,10.0738
10.269,10.3177
10.27,10.4169
10.271,10.2034
10.272,9.9958
10.273,9.7418
10.274,9.7029
10.275,9.7293
10.276,9.896
10.277,10.0815
10.278,10.1604
10.279,10.1596
10.28,10.1221
10.281,10.0784
10.282,10.0198
10.283,10.0874
10.284,10.2367
10.285,10.2361
10.286,10.4445
10.287,10.29
10.288,10.1356
10.289,9.9062
10.29,9.699
10.291,9.7932
10.292,9.832
10.293,10.1284
10.294,10.2295
10.295,10.04
10.296,9.7474
10.297,9.3509
10.298,9.3913
10.299,9.6279
10.3,10.0078
10.301,10.2826
10.302,10.3648
10.303,10.2938
10.304,9.7984
10.305,9.8101
10.306,9.5647
10.307,9.8364
10.308,9.932
10.309,10.0689
10.31,10.1928
10.311,10.1213
10.312,9.9919
10.313,9.652
10.314,9.5495
10.315,9.7647
10.316,10.1147
10.317,10.3017
10.318,10.376
10.319,10.4372
10.32,10.1203
10.321,10.0628
10.322,9.6003
10.323,9.7731
10.324,9.8777
10.325,10.1826
10.326,10.3648
10.327,10.2771
10.328,10.1961
10.329,10.5265
10.33,9.7789
10.331,9.7052
10.332,10.814
10.333,10.0569
10.334,10.297
10.335,10.0942
10.336,9.9164
10.337,9.6723
10.338,9.4711
10.339,9.6068
10.34,9.6869
10.341,10.0331
10.342,10.149
10.343,10.156
10.344,9.9755
10.345,9.8151
10.346,9.7435
10.347,9.7103
10.348,9.8495
10.349,10.0541
10.35,10.0523
10.351,10.1132
10.352,9.8523
10.353,9.7334
10.354,9.6342
10.355,9.6541
10.356,9.8351
10.357,10.1353
10.358,10.3326
10.359,10.417
10.36,9.9091
10.361,9.7624
10.362,9.5202
10.363,9.9089
10.364,10.2289
10.365,10.5831
10.366,10.5366
10.367,10.3032
10.368,9.8642
10.369,9.6965
10.37,9.552
10.371,9.5396
10.372,9.6536
10.373,10.1606
10.374,10.3526
10.375,10.1982
10.376,9.7624
10.377,9.6766
10.378,9.6168
10.379,9.7616
10.38,10.1109
10.381,10.1424
10.382,10.2564
10.383,10.2261
10.384,10.0795
10.385,9.9602
10.386,9.5998
10.387,9.7185
10.388,9.8367
10.389,10.1842
10.39,10.1864
10.391,10.3418
10.392,10.0244
10.393,9.9456
10.394,9.786
10.395,9.939
10.396,10.2751
10.397,10.362
10.398,10.5149
10.399,10.6402
10.4,10.3206
10.401,9.9164
10.402,9.4954
10.403,9.5813
10.404,9.9314
10.405,10.2214
10.406,10.2916
10.407,9.9066
10.408,9.692
10.409,9.478
10.41,9.599
10.411,9.6844
10.412,10.0471
10.413,10.2488
10.414,10.4532
10.415,10.6065
10.416,10.2627
10.417,9.9802
10.418,9.8288
10.419,9.8703
10.42,9.8648
10.421,10.1285
10.422,10.32
10.423,10.4062
10.424,10.0763
10.425,9.9739
10.426,9.765
10.427,10.0085
10.428,10.3088
10.429,10.1166
10.43,10.1092
10.431,9.6942
10.432,9.9134
10.433,9.683
10.434,9.8775
10.435,9.5862
10.436,9.8463
10.437,9.9432
10.438,10.102
10.439,10.1688
10.44,9.948
10.441,9.9074
10.442,9.4267
10.443,9.5372
10.444,9.7392
10.445,10.1084
10.446,10.4319
10.447,10.4318
10.448,10.0547
10.449,10.0565
10.45,9.8767
10.451,9.9764
10.452,9.9618
10.453,10.3681
10.454,10.3748
10.455,10.3736
10.456,10.2074
10.457,9.9378
10.458,9.7734
10.459,9.6892
10.46,10.1075
10.461,10.271
10.462,10.215
10.463,10.4042
10.464,10.2287
10.465,10.0151
10.466,9.5498
10.467,9.371
10.468,9.7657
10.469,9.9548
10.47,10.1376
10.471,9.9346
10.472,9.7644
10.473,9.622
10.474,9.3448
10.475,9.8053
10.476,9.7576
10.477,10.1459
10.478,10.0867
10.479,10.0864
10.48,9.9511
10.481,9.5765
10.482,9.2931
10.483,9.6222
10.484,9.9414
10.485,10.4055
10.486,10.4467
10.487,10.4
10.488,10.1162
10.489,9.9053
10.49,9.6793
10.491,9.8122
10.492,9.9714
10.493,10.1333
10.494,10.298
10.495,9.995
10.496,10.0542
10.497,9.7624
10.498,9.7125
10.499,9.7495
10.5,10.0171
10.501,10.2097
10.502,10.4286
10.503,10.3977
10.504,10.4238
10.505,10.0965
10.506,9.8596
10.507,9.8027
10.508,10.1508
10.509,10.476
10.51,10.5442
10.511,10.2442
10.512,10.201
10.513,9.9208
10.514,9.7689
10.515,9.5062
10.516,9.5751
10.517,9.8358
10.518,10.0873
10.519,10.2775
10.52,9.9247
10.521,9.8533
10.522,9.6463
10.523,9.7053
10.524,9.8089
10.525,10.1179
10.526,10.3103
10.527,10.3668
10.528,10.2322
10.529,9.8929
10.53,10.0832
10.531,10.4588
10.532,10.6177
10.533,10.2234
10.534,10.0361
10.535,10.0584
10.536,10.1062
10.537,9.7722
10.538,9.8612
10.539,9.7797
10.54,10.1355
10.541,10.1581
10.542,10.3277
10.543,10.1621
10.544,10.1276
10.545,9.8537
10.546,9.3812
10.547,9.3858
10.548,9.53
10.549,9.9202
10.55,10.059
10.551,10.13
10.552,9.9016
10.553,9.7371
10.554,9.5927
10.555,9.645
10.556,9.6425
10.557,10.0056
10.558,10.3403
10.559,10.3644
10.56,10.2415
10.561,9.8249
10.562,9.6521
10.563,9.597
10.564,10.0927
10.565,10.3901
10.566,10.5902
10.567,10.4812
10.568,10.2268
10.569,10.3577
10.57,10.0662
10.571,10.0009
10.572,9.746
10.573,10.0753
10.574,10.073
10.575,10.186
10.576,9.94
10.577,9.8475
10.578,9.6284
10.579,9.7403
10.58,9.71
10.581,9.8732
10.582,9.8225
10.583,10.0889
10.584,10.076
10.585,10.0425
10.586,9.6104
10.587,9.5792
10.588,9.6075
10.589,10.0615
10.59,10.3085
10.591,10.4706
10.592,10.2944
10.593,10.1006
10.594,9.8091
10.595,9.8708
10.596,9.9944
10.597,10.0682
10.598,10.1973
10.599,10.366
10.6,10.3615
10.601,10.0284
10.602,9.5154
10.603,9.3636
10.604,9.5868
10.605,9.9744
10.606,10.3567
10.607,10.3263
10.608,10.2269
10.609,9.8161
10.61,9.7036
10.611,9.6735
10.612,9.5619
10.613,9.6978
10.614,10.0461
10.615,10.1966
10.616,10.149
10.617,9.8288
10.618,9.8165
10.619,9.6155
10.62,9.8499
10.621,10.1921
10.622,10.4042
10.623,10.4664
10.624,10.3996
10.625,10.1241
10.626,9.7403
10.627,9.5035
10.628,9.5506
10.629,10.1488
10.63,10.3425
10.631,10.3689
10.632,10.0739
10.633,9.7639
10.634,9.6821
10.635,9.5811
10.636,9.8864
10.637,10.2065
10.638,10.5276
10.639,10.6137
10.64,10.5805
10.641,10.0991
10.642,9.9934
10.643,9.5407
10.644,9.7555
10.645,10.0473
10.646,10.7451
10.647,10.7502
10.648,10.2817
10.649,9.8641
10.65,9.4466
10.651,9.5505
10.652,9.634
10.653,10.0336
10.654,10.1434
10.655,10.1573
10.656,10.0905
10.657,9.9945
10.658,9.7896
10.659,10.0457
10.66,9.9418
10.661,10.0408
10.662,10.1225
10.663,10.4105
10.664,10.2408
10.665,9.9213
10.666,9.6012
10.667,9.7938
10.668,9.7973
10.669,10.0432
10.67,10.2149
10.671,10.1379
10.672,10.2628
10.673,9.8825
10.674,9.575
10.675,9.5572
10.676,9.5766
10.677,9.9069
10.678,9.9723
10.679,10.301
10.68,10.0335
10.681,9.7777
10.682,9.4792
10.683,9.5336
10.684,9.6882
10.685,9.9654
10.686,10.3144
10.687,10.5962
10.688,10.6243
10.689,10.393
10.69,9.9123
10.691,9.7708
10.692,9.6166
10.693,9.7665
10.694,10.0833
10.695,10.3562
10.696,10.3729
10.697,9.9995
10.698,9.8676
10.699,9.6533
10.7,9.7959
10.701,10.1638
10.702,10.3661
10.703,10.6304
10.704,10.4766
10.705,10.0804
10.706,9.6836
10.707,9.5599
10.708,9.7177
10.709,9.9834
10.71,10.212
10.711,10.4095
10.712,10.1437
10.713,9.8059
10.714,9.5974
10.715,9.5813
10.716,9.6946
10.717,9.9982
10.718,10.1527
10.719,10.5909
10.72,10.595
10.721,10.4249
10.722,10.2239
10.723,10.1015
10.724,9.9031
10.725,9.8699
10.726,10.0418
10.727,10.2613
10.728,9.8003
10.729,9.8025
10.73,9.1154
10.731,9.3224
10.732,9.1217
10.733,9.8982
10.734,10.1418
10.735,10.2104
10.736,10.2017
10.737,9.8315
10.738,9.8495
10.739,9.7022
10.74,9.9946
10.741,10.0272
10.742,10.5576
10.743,10.6179
10.744,10.5297
10.745,10.1343
10.746,9.914
10.747,9.8219
10.748,9.57
10.749,9.7028
10.75,9.8566
10.751,10.0024
10.752,10.3687
10.753,10.1194
10.754,10.0186
10.755,9.7765
10.756,9.8535
10.757,9.9252
10.758,10.1258
10.759,10.2968
10.76,10.1698
10.761,10.0972
10.762,9.9314
10.763,9.8998
10.764,9.796
10.765,10.0426
10.766,10.1916
10.767,10.2608
10.768,10.2612
10.769,9.9572
10.77,9.8431
10.771,9.7596
10.772,9.5584
10.773,9.7093
10.774,9.8476
10.775,10.227
10.776,10.0959
10.777,10.119
10.778,9.7602
10.779,9.7808
10.78,9.6394
10.781,10.0094
10.782,10.2791
10.783,10.5943
10.784,10.6095
10.785,10.1887
10.786,9.8494
10.787,9.5587
10.788,9.6082
10.789,9.8955
10.79,10.128
10.791,10.2637
10.792,10.1932
10.793,10.1628
10.794,10.0776
10.795,9.9564
10.796,9.6313
10.797,9.9428
10.798,10.0863
10.799,10.3054
10.8,10.2056
10.801,9.932
10.802,9.7523
10.803,9.6697
10.804,9.7585
10.805,9.8322
10.806,10.0867
10.807,10.1662
10.808,10.1251
10.809,9.8953
10.81,9.9243
10.811,9.873
10.812,9.8886
10.813,9.7537
10.814,10.0899
10.815,10.2141
10.816,10.5359
10.817,10.2539
10.818,9.807
10.819,9.7121
10.82,9.6512
10.821,9.8889
10.822,9.7062
10.823,9.9834
10.824,9.8337
10.825,9.8573
10.826,9.4545
10.827,9.4697
10.828,9.3598
10.829,9.8468
10.83,9.9948
10.831,10.4346
10.832,10.5439
10.833,10.4356
10.834,10.2079
10.835,10.0408
10.836,10.0439
10.837,10.0387
10.838,10.324
10.839,10.4944
10.84,10.4717
10.841,10.2636
10.842,9.7824
10.843,9.7808
10.844,9.5315
10.845,9.8123
10.846,9.952
10.847,9.9543
10.848,10.0805
10.849,10.1339
10.85,10.1047
10.851,9.873
10.852,9.8167
10.853,9.9978
10.854,10.2706
10.855,10.4884
10.856,10.4814
10.857,10.2427
10.858,9.842
10.859,9.7971
10.86,9.6492
10.861,9.744
10.862,10.1333
10.863,10.0626
10.864,10.2291
10.865,10.1088
10.866,9.9863
10.867,9.7508
10.868,9.7997
10.869,9.8752
10.87,10.1283
10.871,10.2599
10.872,10.337
10.873,10.2795
10.874,10.0512
10.875,9.9543
10.876,9.8924
10.877,10.0503
10.878,10.3914
10.879,10.4803
10.88,10.3759
10.881,10.0086
10.882,9.6761
10.883,9.5373
10.884,9.537
10.885,9.8057
10.886,9.9456
10.887,10.1773
10.888,10.0282
10.889,9.8415
10.89,9.7802
10.891,9.6129
10.892,9.8124
10.893,9.9302
10.894,10.2607
10.895,10.5086
10.896,10.4727
10.897,10.4175
10.898,9.9848
10.899,10.0447
10.9,9.8161
10.901,9.9835
10.902,9.8624
10.903,10.1088
10.904,10.1091
10.905,9.9289
10.906,9.7124
10.907,9.6195
10.908,9.734
10.909,9.75
10.91,9.9036
10.911,10.1133
10.912,10.1055
10.913,9.9039
10.914,9.6808
10.915,9.4477
10.916,9.7806
10.917,9.7984
10.918,10.0453
10.919,10.1635
10.92,10.5
10.921,10.4217
10.922,10.3875
10.923,10.0938
10.924,10.0304
10.925,9.7196
10.926,9.9752
10.927,10.2464
10.928,10.2565
10.929,10.1251
10.93,9.7952
10.931,9.5566
10.932,9.5295
10.933,9.6118
10.934,9.948
10.935,10.3354
10.936,10.476
10.937,10.1928
10.938,9.9799
10.939,9.7135
10.94,9.7384
10.941,9.6932
10.942,9.7916
10.943,10.0084
10.944,10.2413
10.945,10.1509
10.946,10.0303
10.947,9.7123
10.948,9.7753
10.949,9.9181
10.95,10.0875
10.951,10.3638
10.952,10.4464
10.953,10.3745
10.954,10.0761
10.955,9.8772
10.956,9.6647
10.957,9.8554
10.958,10.1174
10.959,9.9617
10.96,10.0573
10.961,9.9825
10.962,10.1645
10.963,9.9692
10.964,9.9392
10.965,9.8918
10.966,9.8546
10.967,9.8928
10.968,10.0753
10.969,10.2819
10.97,10.3003
10.971,9.9133
10.972,9.4983
10.973,9.478
10.974,9.8577
10.975,9.9802
10.976,9.9374
10.977,9.8659
10.978,9.8463
10.979,9.7266
10.98,9.7257
10.981,9.6331
10.982,9.8948
10.983,10.069
10.984,10.1661
10.985,10.1471
10.986,10.0572
10.987,9.8377
10.988,9.7728
10.989,9.777
10.99,10.1835
10.991,10.1257
10.992,10.1719
10.993,10.2172
10.994,10.1867
10.995,9.8208
10.996,9.708
10.997,9.6177
10.998,9.9645
10.999,10.0978
11.0,10.1308
11.001,9.9926
11.002,9.9195
11.003,9.8445
11.004,9.8619
11.005,9.7136
11.006,10.0082
11.007,10.1407
11.008,10.1794
11.009,10.2353
11.01,10.0811
11.011,9.8911
11.012,9.6989
11.013,9.669
11.014,9.5812
11.015,9.8738
11.016,9.9145
11.017,10.0187
11.018,9.9548
11.019,10.0007
11.02,10.0478
11.021,10.0371
11.022,10.4428
11.023,10.5084
11.024,10.4821
11.025,10.2704
11.026,10.1083
11.027,9.8669
11.028,9.8113
11.029,9.8699
11.03,10.0699
11.031,10.323
11.032,10.2617
11.033,10.3851
11.034,10.2337
11.035,10.2473
11.036,9.9434
11.037,9.8959
11.038,9.9982
11.039,10.3676
11.04,10.4495
11.041,10.695
11.042,10.3174
11.043,9.9073
11.044,9.5905
11.045,9.4518
11.046,9.903
11.047,10.0663
11.048,10.3893
11.049,10.233
11.05,9.9278
11.051,9.7229
11.052,9.464
11.053,9.4091
11.054,9.7407
11.055,9.672
11.056,10.0844
11.057,10.1236
11.058,10.2389
11.059,9.942
11.06,9.9544
11.061,10.0126
11.062,10.2526
11.063,10.386
11.064,10.3488
11.065,10.303
11.066,9.9801
11.067,9.755
11.068,9.4197
11.069,9.4569
11.07,9.6173
11.071,10.0056
11.072,10.1391
11.073,10.2678
11.074,9.9398
11.075,9.714
11.076,9.7655
11.077,9.8022
11.078,10.0183
11.079,10.1849
11.08,10.6138
11.081,10.6514
11.082,10.5075
11.083,10.106
11.084,9.8325
11.085,9.715
11.086,9.7648
11.087,10.0718
11.088,9.9877
11.089,9.8878
11.09,9.7552
11.091,9.5218
11.092,9.574
11.093,9.4761
11.094,9.7883
11.095,9.85
11.096,10.3677
11.097,10.6191
11.098,10.6507
11.099,10.2901
11.1,10.0035
11.101,9.954
11.102,10.1622
11.103,10.4148
11.104,10.5766
11.105,10.5151
11.106,10.2546
11.107,9.7845
11.108,9.544
11.109,9.3586
11.11,9.7032
11.111,9.851
11.112,10.0701
11.113,9.9982
11.114,9.8486
11.115,9.7549
11.116,9.706
11.117,9.7632
11.118,10.1013
11.119,10.3217
11.12,10.318
11.121,10.7367
11.122,10.6016
11.123,10.6123
11.124,10.0833
11.125,9.9874
11.126,9.8147
11.127,10.2141
11.128,10.3844
11.129,10.2663
11.13,9.9741
11.131,9.8015
11.132,9.6947
11.133,9.4469
11.134,9.5801
11.135,10.1658
11.136,10.3295
11.137,10.3105
11.138,10.0487
11.139,9.6909
11.14,9.6327
11.141,9.5141
11.142,9.6034
11.143,9.8223
11.144,10.1789
11.145,10.2566
11.146,10.1926
11.147,9.943
11.148,9.7705
11.149,9.5877
11.15,9.5834
11.151,9.8321
11.152,10.1745
11.153,10.1821
11.154,10.2692
11.155,9.9697
11.156,9.7668
11.157,9.6521
11.158,9.4429
11.159,9.6947
11.16,9.9084
11.161,10.1039
11.162,10.2585
11.163,10.0438
11.164,9.8735
11.165,9.7809
11.166,10.1404
11.167,10.6688
11.168,10.7612
11.169,10.8195
11.17,10.4165
11.171,10.1882
11.172,9.8965
11.173,9.9475
11.174,9.8809
11.175,9.8003
11.176,9.8351
11.177,9.8937
11.178,9.8015
11.179,9.6506
11.18,9.5123
11.181,9.7137
11.182,9.765
11.183,10.1312
11.184,10.4095
11.185,10.3806
11.186,10.3315
11.187,10.1982
11.188,10.0432
11.189,10.2222
11.19,10.1535
11.191,10.1246
11.192,10.1289
11.193,10.3243
11.194,10.223
11.195,10.0951
11.196,9.8374
11.197,9.7231
11.198,9.7783
11.199,10.1518
11.2,10.3079
11.201,10.1567
11.202,10.0244
11.203,9.7682
11.204,9.6286
11.205,9.3785
11.206,9.4511
11.207,9.433
11.208,9.6612
11.209,9.9097
11.21,10.1916
11.211,10.1635
11.212,9.9014
11.213,9.9447
11.214,9.8551
11.215,10.0337
11.216,10.2086
11.217,10.4189
11.218,10.2015
11.219,10.0972
11.22,9.699
11.221,9.7529
11.222,9.6019
11.223,9.8191
11.224,10.018
11.225,10.2423
11.226,10.1853
11.227,10.107
11.228,9.917
11.229,10.7159
11.23,10.3204
11.231,10.6532
11.232,11.1526
11.233,10.074
11.234,10.1906
11.235,10.1678
11.236,10.0496
11.237,9.578
11.238,9.4269
11.239,9.4263
11.24,9.9785
11.241,10.1374
11.242,10.1039
11.243,9.7028
11.244,9.4853
11.245,9.5024
11.246,9.8141
11.247,10.0844
11.248,10.324
11.249,10.4338
11.25,10.203
11.251,9.9796
11.252,9.6192
11.253,9.6488
11.254,9.4366
11.255,9.8509
11.256,10.1246
11.257,10.4422
11.258,10.3756
11.259,10.1211
11.26,9.9246
11.261,9.5946
11.262,9.6287
11.263,9.9858
11.264,9.9534
11.265,9.8621
11.266,9.928
11.267,10.087
11.268,10.0296
11.269,9.765
11.27,9.6329
11.271,9.6543
11.272,10.1603
11.273,10.1892
11.274,10.2572
11.275,9.9298
11.276,9.8652
11.277,9.9028
11.278,9.9028
11.279,10.3549
11.28,10.5659
11.281,10.8418
11.282,10.4095
11.283,10.0745
11.284,9.5645
11.285,9.6231
11.286,9.6627
11.287,9.7539
11.288,9.8886
11.289,10.1185
11.29,10.0928
11.291,9.9589
11.292,9.663
11.293,9.8163
11.294,9.9042
11.295,10.2991
11.296,10.3574
11.297,10.4076
11.298,10.5354
11.299,10.1314
11.3,9.8822
11.301,9.4253
11.302,9.6796
11.303,10.0206
11.304,10.4041
11.305,10.4561
11.306,10.0883
11.307,9.8682
11.308,9.6632
11.309,9.7257
11.31,9.861
11.311,10.191
11.312,10.515
11.313,10.3809
11.314,10.3177
11.315,9.9621
11.316,9.8956
11.317,9.6349
11.318,9.4686
11.319,9.6412
11.32,9.8439
11.321,10.002
11.322,10.0329
11.323,9.9475
11.324,9.863
11.325,9.637
11.326,9.7602
11.327,10.0064
11.328,10.3185
11.329,9.4081
11.33,10.1462
11.331,9.7596
11.332,10.433
11.333,9.5073
11.334,9.7463
11.335,9.921
11.336,10.2775
11.337,10.3906
11.338,10.6025
11.339,10.3804
11.34,10.0643
11.341,9.8023
11.342,9.8017
11.343,10.174
11.344,10.0812
11.345,10.2719
11.346,10.2937
11.347,10.0354
11.348,9.6238
11.349,9.5076
11.35,9.4447
11.351,9.8567
11.352,9.8805
11.353,10.1895
11.354,9.9886
11.355,9.9541
11.356,9.7868
11.357,9.8256
11.358,9.891
11.359,10.2959
11.36,10.3803
11.361,10.2816
11.362,10.2561
11.363,10.1503
11.364,9.9238
11.365,9.5914
11.366,9.4852
11.367,9.5444
11.368,10.0428
11.369,10.2135
11.37,10.3883
11.371,9.9417
11.372,9.885
11.373,9.9226
11.374,10.0882
11.375,10.2182
11.376,10.4278
11.377,10.5592
11.378,10.7139
11.379,10.3873
11.38,9.9574
11.381,9.7059
11.382,9.8494
11.383,10.0993
11.384,10.0294
11.385,10.1652
11.386,10.1079
11.387,9.996
11.388,9.6726
11.389,9.6157
11.39,9.6935
11.391,9.7035
11.392,9.782
11.393,9.8514
11.394,9.8799
11.395,9.8819
11.396,9.7288
11.397,9.6444
11.398,9.6417
11.399,9.8201
11.4,9.9279
11.401,10.2032
11.402,10.1658
11.403,10.1685
11.404,9.7558
11.405,9.5552
11.406,9.6421
11.407,9.8606
11.408,10.3641
11.409,10.5513
11.41,10.4229
11.411,10.1111
11.412,9.9083
11.413,9.8673
11.414,9.8061
11.415,9.8627
11.416,10.1007
11.417,10.2473
11.418,10.3339
11.419,10.149
11.42,9.9296
11.421,9.4951
11.422,9.3192
11.423,9.6829
11.424,9.9281
11.425,10.464
11.426,10.484
11.427,10.417
11.428,9.9141
11.429,9.6403
11.43,9.9555
11.431,10.1371
11.432,10.2663
11.433,10.2699
11.434,10.3218
11.435,10.1632
11.436,9.7721
11.437,9.5623
11.438,9.6214
11.439,9.7219
11.44,10.0819
11.441,10.3333
11.442,10.0846
11.443,9.8969
11.444,9.7066
11.445,9.8204
11.446,9.912
11.447,10.033
11.448,10.2125
11.449,10.4192
11.45,10.336
11.451,10.059
11.452,9.7547
11.453,9.5672
11.454,9.6002
11.455,9.8244
11.456,10.2984
11.457,10.6443
11.458,10.6531
11.459,10.4435
11.46,10.078
11.461,9.6948
11.462,9.6543
11.463,9.7262
11.464,9.8924
11.465,10.1553
11.466,10.2306
11.467,10.3216
11.468,10.2284
11.469,10.1394
11.47,9.9676
11.471,10.0017
11.472,10.0868
11.473,10.3313
11.474,10.4114
11.475,10.4237
11.476,9.833
11.477,9.4408
11.478,9.145
11.479,9.379
11.48,9.5359
11.481,9.9843
11.482,10.0015
11.483,10.2897
11.484,10.0058
11.485,9.8878
11.486,9.7048
11.487,9.8415
11.488,10.1422
11.489,10.1819
11.49,10.2057
11.491,10.3567
11.492,10.1148
11.493,9.8756
11.494,9.6604
11.495,9.6086
11.496,9.8788
11.497,9.9268
11.498,10.1316
11.499,9.978
11.5,9.9603
11.501,9.6996
11.502,9.5357
11.503,9.5777
11.504,9.9126
11.505,10.1888
11.506,10.3455
11.507,10.2387
11.508,10.076
11.509,9.73
11.51,9.5248
11.511,9.7222
11.512,10.0067
11.513,10.4923
11.514,10.5131
11.515,10.3845
11.516,9.9476
11.517,9.7141
11.518,9.6126
11.519,9.941
11.52,10.2507
11.521,10.3169
11.522,10.4168
11.523,10.2635
11.524,10.0674
11.525,9.6797
11.526,9.4775
11.527,9.8761
11.528,10.0675
11.529,10.4655
11.53,10.5749
11.531,10.8065
11.532,9.9689
11.533,9.6272
11.534,9.1343
11.535,9.8701
11.536,10.194
11.537,10.2827
11.538,10.2857
11.539,10.195
11.54,9.9046
11.541,9.7171
11.542,9.6411
11.543,9.7643
11.544,10.0836
11.545,10.1601
11.546,10.2418
11.547,10.0851
11.548,9.8725
11.549,9.8084
11.55,9.8401
11.551,9.9849
11.552,10.3293
11.553,10.3262
11.554,10.2697
11.555,10.2309
11.556,9.9902
11.557,9.8076
11.558,9.6788
11.559,9.7075
11.56,9.6923
11.561,9.8979
11.562,10.0276
11.563,10.0437
11.564,9.8858
11.565,9.534
11.566,9.7572
11.567,9.8716
11.568,10.4913
11.569,10.6869
11.57,10.5435
11.571,10.1384
11.572,9.7648
11.573,9.4236
11.574,9.6969
11.575,9.7406
11.576,10.0053
11.577,10.0928
11.578,10.4807
11.579,10.4917
11.58,10.1451
11.581,9.8073
11.582,9.6935
11.583,9.8803
11.584,10.2795
11.585,10.3374
11.586,10.2439
11.587,10.1874
11.588,9.8941
11.589,9.7434
11.59,9.5331
11.591,9.3689
11.592,9.6474
11.593,9.8534
11.594,10.2525
11.595,10.0226
11.596,10.0474
11.597,9.8275
11.598,10.0043
11.599,9.678
11.6,10.0363
11.601,10.0973
11.602,10.1207
11.603,10.2032
11.604,10.0999
11.605,10.0526
11.606,10.0804
11.607,10.163
11.608,10.0928
11.609,10.2356
11.61,10.2096
11.611,10.3127
11.612,10.0938
11.613,9.7957
11.614,9.671
11.615,9.7886
11.616,10.3252
11.617,10.3311
11.618,10.6024
11.619,10.2617
11.62,10.0032
11.621,9.6349
11.622,9.8018
11.623,9.893
11.624,9.9397
11.625,9.8606
11.626,10.0536
11.627,10.1433
11.628,9.8572
11.629,10.2542
11.63,9.483
11.631,9.5884
11.632,10.4651
11.633,10.059
11.634,10.7049
11.635,10.6857
11.636,10.2412
11.637,9.6446
11.638,9.6328
11.639,9.701
11.64,9.7656
11.641,9.8786
11.642,10.0005
11.643,10.2878
11.644,10.1407
11.645,9.8921
11.646,9.4735
11.647,9.4669
11.648,9.9107
11.649,10.2411
11.65,10.3962
11.651,10.1367
11.652,9.656
11.653,9.5107
11.654,9.7172
11.655,9.9572
11.656,10.1331
11.657,10.035
11.658,10.1487
11.659,10.133
11.66,10.1233
11.661,9.8912
11.662,9.526
11.663,9.5277
11.664,9.6301
11.665,9.9683
11.666,10.1686
11.667,10.2567
11.668,10.4241
11.669,10.0232
11.67,9.7777
11.671,9.6163
11.672,10.0545
11.673,10.2581
11.674,10.3004
11.675,10.2021
11.676,9.7726
11.677,9.8212
11.678,9.6434
11.679,9.9445
11.68,10.0331
11.681,10.313
11.682,10.2278
11.683,10.0781
11.684,9.8594
11.685,9.8344
11.686,9.6909
11.687,9.8409
11.688,10.0328
11.689,10.117
11.69,10.3945
11.691,10.4451
